Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5vJ1IU38SflUr0d9BV1gW1,"Days of Candy","Depression Cherry","Beach House",2015-08-28,375933,0,,2019-10-10T15:17:20Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.18,0.484,3,-7.101,1,0.0333,0.695,0.951,0.153,0.0589,121.181,4
6PGrkeJpDpgiFLvgKYD489,"Dark Spring","7","Beach House",2018-05-11,204373,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.444,0.851,3,-6.502,0,0.0364,0.174,0.879,0.203,0.156,126.103,4
0qmpEzs4SWVw6zqhMyrOvc,"Pay No Mind","7","Beach House",2018-05-11,204466,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.6,0.398,3,-10.118,1,0.0245,0.254,0.674,0.107,0.292,99.734,4
7pD6katrwWH7H3Xt8cIZS9,"Lemon Glow","7","Beach House",2018-05-11,244946,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.466,0.82,0,-7.926,1,0.0295,0.45,0.971,0.232,0.502,148.425,4
2lfTg7dtS3C1fQl9i4ZBJw,"L'Inconnue","7","Beach House",2018-05-11,264746,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.112,0.573,10,-9.249,1,0.0318,0.887,0.659,0.114,0.0959,80.582,4
3AJsTNjbYSH4odSmP1I6ox,"Drunk In LA","7","Beach House",2018-05-11,239306,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.432,0.724,0,-6.827,0,0.0257,0.274,0.84,0.172,0.207,105.897,4
0v8UvAhruTvkA90MR7039n,"Dive","7","Beach House",2018-05-11,265373,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.38,0.801,5,-6.632,1,0.0441,0.0105,0.958,0.102,0.163,111.01,4
3pvmkjuacq6719H5su9ixl,"Black Car","7","Beach House",2018-05-11,251160,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.407,0.552,0,-10.244,1,0.0295,0.335,0.896,0.111,0.318,77.459,4
2p6XlybsJTLIj6GiYSMDVQ,"Lose Your Smile","7","Beach House",2018-05-11,249253,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.391,0.482,9,-9.01,1,0.0295,0.299,0.654,0.088,0.208,132.679,4
6kvJuHxn3BrRhFxLrBEt8c,"Woo","7","Beach House",2018-05-11,254866,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.394,0.751,0,-7.235,1,0.0269,0.141,0.124,0.212,0.635,164.27,4
31TsIuRykzLRn5Rm9Pxz0G,"Girl Of The Year","7","Beach House",2018-05-11,231360,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.279,0.661,10,-7.628,1,0.0376,0.349,0.941,0.489,0.0866,139.702,4
3Z8viVKTcHuyMmPjqSdPxo,"Last Ride","7","Beach House",2018-05-11,419640,0,,2019-10-10T15:17:05Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Sub Pop Records",0.217,0.471,0,-9.682,1,0.0301,0.722,0.682,0.106,0.0898,129.009,4
5YuEURgZBOYen79ebjJ3aq,"Saltwater","Beach House","Beach House",2006-10-03,175093,41,,2019-10-10T15:16:54Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Lemon Glow Records",0.143,0.269,10,-17.614,1,0.0351,0.29,0.859,0.152,0.153,78.885,4
2Kp7DmEPQZQ1ru6OmoLJEo,"Tokyo Witch","Beach House","Beach House",2006-10-03,222066,37,,2019-10-10T15:16:54Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Lemon Glow Records",0.454,0.414,1,-16.278,0,0.0408,0.373,0.0000757,0.291,0.466,79.543,4
4CIWv96Z5IIwVKYb24fTdr,"Apple Orchard","Beach House","Beach House",2006-10-03,271413,41,,2019-10-10T15:16:54Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Lemon Glow Records",0.449,0.222,1,-17.633,1,0.0332,0.916,0.0652,0.099,0.0934,120.907,4
3stWWPN41byqp8loPdy92u,"Master of None","Beach House","Beach House",2006-10-03,199413,72,,2019-10-10T15:16:54Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Lemon Glow Records",0.492,0.344,5,-15.259,1,0.0259,0.674,0.531,0.0933,0.247,86.485,4
5cqaG09jwHAyDURuZXViwC,"Auburn and Ivory","Beach House","Beach House",2006-10-03,270026,36,,2019-10-10T15:16:54Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Lemon Glow Records",0.387,0.274,5,-15.14,0,0.0298,0.864,0,0.0742,0.381,145.546,3
6ILLaroecVqFHzgexrMhG6,"Childhood","Beach House","Beach House",2006-10-03,215693,40,,2019-10-10T15:16:54Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Lemon Glow Records",0.573,0.179,8,-15.944,1,0.0283,0.866,0.297,0.111,0.174,106.81,4
31L5UB9HKtadbvVEGhkLGp,"Lovelier Girl","Beach House","Beach House",2006-10-03,182746,39,,2019-10-10T15:16:54Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Lemon Glow Records",0.482,0.161,9,-16.43,0,0.0291,0.862,0.871,0.0969,0.13,99.489,3
3MCTWjESizm3zWozv4DrR9,"House on the Hill","Beach House","Beach House",2006-10-03,194506,33,,2019-10-10T15:16:54Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Lemon Glow Records",0.219,0.24,3,-14.861,0,0.0312,0.719,0.723,0.226,0.0797,145.826,3
3rB16JklUEwM9jIfuApB4W,"Heart and Lungs","Beach House","Beach House",2006-10-03,470213,32,,2019-10-10T15:16:54Z,"art pop,baltimore indie,dream pop,dreamo,indie rock,indietronica,modern dream pop,pov: indie","Lemon Glow Records",0.382,0.118,10,-17.058,1,0.0403,0.906,0.824,0.0861,0.0439,163.776,3
1TIiWomS4i0Ikaf9EKdcLn,"disco tits","BLUE LIPS (lady wood phase II)","Tove Lo",2017-11-17,223794,57,,2019-10-08T21:09:24Z,"dance pop,metropopolis,pop,swedish electropop,swedish pop,swedish synthpop","Universal Music AB",0.79,0.728,7,-6.523,1,0.0612,0.025,0.00106,0.172,0.333,110.059,4
3nDfx9WqSNOfbuCP4yonzj,"Gyöngyhajú lány","10000 lépés","Omega",1969,349413,49,,2019-10-02T17:07:33Z,"classic hungarian rock","Hungaroton",0.342,0.429,5,-8.439,0,0.0356,0.0206,0.709,0.149,0.392,68.387,4
1bCmvezFg5MRcENzCGG1Cy,"Chelsea Dagger","Costello Music","The Fratellis",2006-01-01,215306,66,,2019-10-01T14:37:55Z,"garage rock,modern rock,scottish rock","Universal-Island Records Ltd.",0.511,0.815,7,-3.14,1,0.144,0.0491,0,0.0826,0.586,154.514,4
51Gkc1TxvyQ9K8y0pQRmQM,"Been Caught Stealing","Ritual De Lo Habitual","Jane's Addiction",1990,213293,50,,2019-10-01T14:37:49Z,"alternative metal,alternative rock,funk metal,funk rock,grunge,nu metal,permanent wave,rock","Rhino/Warner Records",0.683,0.9,7,-7.506,1,0.105,0.0146,0.0706,0.296,0.616,103.625,4
3yZQk5PC52CCmT4ZaTIKvv,"This Is Gospel","Too Weird to Live, Too Rare to Die!","Panic! At The Disco",2013-10-04,187186,62,,2019-10-01T14:37:33Z,"pop","Decaydance/Fueled By Ramen",0.572,0.912,7,-4.875,1,0.0707,0.00155,0.0000012,0.102,0.606,156.073,4
4948g5UqwZFLGI8UTOXqdi,"I Write Sins Not Tragedies","A Fever You Can't Sweat Out","Panic! At The Disco",2005-09-27,185586,55,,2019-10-01T14:37:27Z,"pop","Fueled By Ramen/ADA",0.566,0.815,9,-4.481,0,0.14,0.0737,0,0.12,0.672,169.961,4
4o0NjemqhmsYLIMwlcosvW,"The Funeral","Everything All The Time","Band of Horses",2006-03-21,321146,0,,2019-10-01T14:37:14Z,"chamber pop,indie folk,indie rock,indietronica,modern rock,seattle indie,stomp and holler","Sub Pop",0.316,0.769,0,-5.283,0,0.0422,0.0142,0,0.0928,0.127,122.507,4
2hnMS47jN0etwvFPzYk11f,"Santeria","Sublime","Sublime",1996-07-30,182746,77,,2019-10-01T14:37:09Z,"rap rock,reggae fusion,ska mexicano,ska punk","Gasoline Alley",0.682,0.765,1,-5.021,0,0.0395,0.0268,0.0000342,0.188,0.567,90.807,4
4zjFqN9fXAw91GNgJOCYX6,"Sugar, We're Goin Down","From Under The Cork Tree","Fall Out Boy",2005-01-01,229093,0,,2019-10-01T14:36:58Z,"emo,modern rock,pop,rock","Universal Music Group",0.494,0.841,7,-4.784,1,0.0838,0.00579,0,0.122,0.567,162.013,4
4QIAVbGpeb5RdAGW66kY2h,"Dance, Dance","From Under The Cork Tree","Fall Out Boy",2005-01-01,180266,0,,2019-10-01T14:36:55Z,"emo,modern rock,pop,rock","Universal Music Group",0.62,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.448,4
6O2f1pnNeVP5PmgrrGoqoz,"Of All The Gin Joints In All The World","From Under The Cork Tree","Fall Out Boy",2005-01-01,191160,0,,2019-10-01T14:36:52Z,"emo,modern rock,pop,rock","Universal Music Group",0.418,0.93,0,-3.416,1,0.0571,0.0047,0,0.0719,0.709,172.121,4
2QjOHCTQ1Jl3zawyYOpxh6,"Sweater Weather","I Love You.","The Neighbourhood",2013-04-22,240400,90,,2019-10-01T14:36:32Z,"modern alternative rock,modern rock,pop","Columbia",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
0OM9ri37LIbPc9hffwsyb1,"Hard To Explain","Is This It","The Strokes",2001-07-30,224333,56,,2019-10-01T14:36:22Z,"alternative rock,garage rock,modern rock,permanent wave,rock","RCA Records Label",0.408,0.666,7,-6.286,1,0.0578,0.000455,0.862,0.0889,0.666,82.523,4
3SUusuA9jH1v6PVwtYMbdv,"Last Nite","Is This It","The Strokes",2001-07-30,193373,67,,2019-10-01T14:36:20Z,"alternative rock,garage rock,modern rock,permanent wave,rock","RCA Records Label",0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,4
2zk1COXk7NaAaDW1KWMuio,"Steady, As She Goes","Broken Boy Soldiers","The Raconteurs",2006,215293,0,,2019-10-01T14:35:57Z,"alternative rock,garage rock,garage rock revival,indie rock,modern blues rock,modern rock,rock,supergroup","",0.53,0.601,9,-4.364,1,0.112,0.00882,0.0211,0.083,0.572,123.009,4
3sHbegiNDtJ24gAxthAvbO,"Broken Boy Soldier","Broken Boy Soldiers","The Raconteurs",2006,182240,0,,2019-10-01T14:35:55Z,"alternative rock,garage rock,garage rock revival,indie rock,modern blues rock,modern rock,rock,supergroup","",0.407,0.863,0,-5.167,1,0.0566,0.00532,0.177,0.336,0.425,138.074,4
7yynFMNkHtI0EH5UbFPfoZ,"Blue Veins","Broken Boy Soldiers","The Raconteurs",2006,232493,0,,2019-10-01T14:35:51Z,"alternative rock,garage rock,garage rock revival,indie rock,modern blues rock,modern rock,rock,supergroup","",0.39,0.42,4,-9.223,0,0.0428,0.162,0.00459,0.134,0.0654,130.613,3
3RAFcUBrCNaboRXoP3S5t1,"Psychosocial","All Hope Is Gone (10th Anniversary)","Slipknot",2008-08-20,284120,75,,2019-10-01T14:33:56Z,"alternative metal,nu metal,rap metal,rock","Roadrunner Records",0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,4
3ZuoESoKP9JUXGF0c90N8u,"Vermilion, Pt. 2","Vol. 3 The Subliminal Verses","Slipknot",2004,224320,32,,2019-10-01T14:33:43Z,"alternative metal,nu metal,rap metal,rock","Roadrunner Records",0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,0.0904,122.688,3
7bFs4yVuMdy28Ts7vLI2Zt,"Before I Forget","Vol. 3 The Subliminal Verses","Slipknot",2004,278600,35,,2019-10-01T14:33:41Z,"alternative metal,nu metal,rap metal,rock","Roadrunner Records",0.291,0.974,6,-2.997,0,0.171,0.0177,0.00000544,0.886,0.348,134.724,4
4cpOvpvvx1upv0HDyZKVQJ,"Duality","Vol. 3 The Subliminal Verses","Slipknot",2004,252613,38,,2019-10-01T14:33:33Z,"alternative metal,nu metal,rap metal,rock","Roadrunner Records",0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4
57fqmDaokbxZ3TaB0jp39q,"Holy Diver","Holy Diver","Dio",1983,353786,58,,2019-10-01T14:31:40Z,"album rock,alternative metal,glam metal,hard rock,metal,rock,speed metal","Rhino/Warner Records",0.476,0.901,8,-6.751,1,0.0975,0.0642,0.158,0.0557,0.109,91.955,4
3w9zHVKI28aUPZTxq8oDC6,"Electric Eye","Screaming For Vengeance (Expanded Edition)","Judas Priest",1982,222440,57,,2019-10-01T14:31:32Z,"album rock,alternative metal,birmingham metal,glam metal,hard rock,metal,rock","Sony Music UK",0.437,0.948,4,-6.041,0,0.0554,0.000716,0.000261,0.146,0.361,96.72,4
7LLQxMvAYOpoC2PKe3VQn5,"The Hellion","Screaming For Vengeance (Expanded Edition)","Judas Priest",1982,39920,43,,2019-10-01T14:31:30Z,"album rock,alternative metal,birmingham metal,glam metal,hard rock,metal,rock","Sony Music UK",0.0752,0.637,9,-7.469,1,0.0352,0.00000331,0.817,0.233,0.237,80.06,3
4OROzZUy6gOWN4UGQVaZMF,"The Trooper - 2015 Remaster","Piece of Mind (2015 Remaster)","Iron Maiden",1983,252733,71,,2019-10-01T14:30:27Z,"alternative metal,hard rock,metal,nwobhm,rock","Parlophone UK",0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,4
5QtlbCKhAL70eQM9dbzoR8,"Where Eagles Dare - 2015 Remaster","Piece of Mind (2015 Remaster)","Iron Maiden",1983,372760,49,,2019-10-01T14:30:08Z,"alternative metal,hard rock,metal,nwobhm,rock","Parlophone UK",0.407,0.965,4,-5.292,0,0.0944,0.0259,0.219,0.156,0.467,112.891,3
469rBLYJUZHMJLtq2Wch3h,"Hallowed Be Thy Name - 2015 Remaster","The Number of the Beast (2015 Remaster)","Iron Maiden",1982,431093,64,,2019-10-01T14:29:54Z,"alternative metal,hard rock,metal,nwobhm,rock","Parlophone UK",0.313,0.882,0,-6.215,1,0.0355,0.0346,0.338,0.45,0.3,103.981,4
4Zc7TCHzuNwL0AFBlyLdyr,"Run to the Hills - 2015 Remaster","The Number of the Beast (2015 Remaster)","Iron Maiden",1982,233506,69,,2019-10-01T14:29:46Z,"alternative metal,hard rock,metal,nwobhm,rock","Parlophone UK",0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,4
3nlGByvetDcS1uomAoiBmy,"The Number of the Beast - 2015 Remaster","The Number of the Beast (2015 Remaster)","Iron Maiden",1982,290586,66,,2019-10-01T14:29:43Z,"alternative metal,hard rock,metal,nwobhm,rock","Parlophone UK",0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,4
51S9pXdACCrhputBUl05Cs,"22 Acacia Avenue - 2015 Remaster","The Number of the Beast (2015 Remaster)","Iron Maiden",1982,396760,47,,2019-10-01T14:29:41Z,"alternative metal,hard rock,metal,nwobhm,rock","Parlophone UK",0.305,0.907,0,-5.866,1,0.0619,0.0359,0.0593,0.102,0.544,112.737,4
0L7zm6afBEtrNKo6C6Gj08,"Painkiller","Painkiller","Judas Priest",1990-09-26,365826,64,,2019-10-01T14:28:07Z,"album rock,alternative metal,birmingham metal,glam metal,hard rock,metal,rock","Columbia",0.435,0.987,1,-4.667,0,0.16,0.000195,0.0879,0.268,0.1,103.162,4
51TG9W3y9qyO8BY5RXKgnZ,"Symphony Of Destruction","Countdown To Extinction (Expanded Edition - Remastered)","Megadeth",1992-07-14,246733,64,,2019-10-01T14:26:47Z,"alternative metal,hard rock,melodic thrash,metal,old school thrash,rock,speed metal,thrash metal","Capitol Records",0.61,0.889,4,-5.452,0,0.0585,0.000794,0.0865,0.0657,0.506,139.903,4
4fiOTntQKr24p07FvQDHZE,"Raining Blood","Reign In Blood (Expanded)","Slayer",1986-01-01,255186,66,,2019-10-01T14:26:33Z,"alternative metal,death metal,groove metal,hard rock,metal,old school thrash,rock,speed metal,thrash metal","American Recordings Catalog P&D",0.227,0.995,10,-4.361,0,0.173,0.000405,0.393,0.127,0.0363,87.499,4
7fcfNW0XxTWlwVlftzfDOR,"Walk","Vulgar Display of Power","Pantera",1992-02-21,315120,73,,2019-10-01T14:26:30Z,"alternative metal,groove metal,hard rock,metal,nu metal,old school thrash,rock,texas metal","Atlantic Records",0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4
6UB9mShVLbMm0W4e6vud4C,"Battery","Master Of Puppets (Remastered)","Metallica",1986-03-03,312360,62,,2019-10-01T14:26:23Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings / Universal Music",0.481,0.928,11,-8.799,0,0.0672,0.00022,0.558,0.106,0.427,96.699,4
2MuWTIM3b0YEAskbeeFE1i,"Master Of Puppets","Master Of Puppets (Remastered)","Metallica",1986-03-03,515386,75,,2019-10-01T14:26:23Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings / Universal Music",0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4
7vFC68CBMKu99p4tIz6yzx,"The Thing That Should Not Be","Master Of Puppets (Remastered)","Metallica",1986-03-03,396106,54,,2019-10-01T14:26:23Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings / Universal Music",0.679,0.719,9,-10.134,1,0.032,0.000116,0.354,0.128,0.445,111.792,4
4TktvZTsMoFukiim1otMtr,"Welcome Home (Sanitarium)","Master Of Puppets (Remastered)","Metallica",1986-03-03,387146,52,,2019-10-01T14:26:23Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings / Universal Music",0.306,0.766,0,-9.693,1,0.0329,0.000324,0.101,0.102,0.42,96.668,4
4tPHBRIPsB55nssjvKDbjj,"Disposable Heroes","Master Of Puppets (Remastered)","Metallica",1986-03-03,496626,54,,2019-10-01T14:26:23Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings / Universal Music",0.292,0.931,4,-7.618,0,0.0919,0.0000427,0.468,0.0901,0.427,90.61,4
6XN00D9ejjEt1cW1sY44Gu,"Leper Messiah","Master Of Puppets (Remastered)","Metallica",1986-03-03,339880,51,,2019-10-01T14:26:23Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings / Universal Music",0.379,0.808,4,-8.605,1,0.0684,0.0000523,0.794,0.322,0.557,138.694,4
2HD5BWFthrNf2uFyEhi53d,"Orion","Master Of Puppets (Remastered)","Metallica",1986-03-03,507226,53,,2019-10-01T14:26:23Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings / Universal Music",0.365,0.67,9,-10.014,1,0.0386,0.00142,0.892,0.111,0.4,128.488,4
3n7b078PcVbHhUaYhBWIgZ,"Damage, Inc.","Master Of Puppets (Remastered)","Metallica",1986-03-03,332465,50,,2019-10-01T14:26:23Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings / Universal Music",0.326,0.848,11,-10.567,0,0.167,0.000467,0.466,0.134,0.143,91.671,4
63wsuMhok6GgcBRd2strGk,"3's & 7's","Era Vulgaris","Queens of the Stone Age",2007-01-01,214066,53,,2019-10-01T14:25:07Z,"alternative metal,alternative rock,grunge,modern rock,palm desert scene,rock,stoner metal,stoner rock","Interscope",0.438,0.99,10,-3.89,0,0.108,0.0651,0.0222,0.359,0.452,131.306,4
6NvRxjfYkkT2SpirAlmsjH,"No One Knows","Songs For The Deaf","Queens of the Stone Age",2002,278706,64,,2019-10-01T14:24:50Z,"alternative metal,alternative rock,grunge,modern rock,palm desert scene,rock,stoner metal,stoner rock","Interscope",0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,4
45DElIx0dXqUH4A88yQFdE,"Go With The Flow","Songs For The Deaf","Queens of the Stone Age",2002,187120,61,,2019-10-01T14:24:40Z,"alternative metal,alternative rock,grunge,modern rock,palm desert scene,rock,stoner metal,stoner rock","Interscope",0.242,0.992,4,-3.9,0,0.0988,0.0148,0.113,0.833,0.374,159.37,4
7vjzFWG4neQ9YYMN9yZ9hr,"Helicopter","Silent Alarm","Bloc Party",2005-03-22,220160,53,,2019-10-01T14:23:14Z,"alternative dance,alternative rock,dance-punk,indie rock,indietronica,modern rock,neo-synthpop,new rave","Vice Records/Atlantic",0.457,0.956,11,-3.634,0,0.122,0.000145,0.00866,0.395,0.393,170.063,4
5YClht2MrU2XTa7VTJ7uqa,"Heart in Hand","In Cauda Venenum","Opeth",2019-09-27,510000,29,,2019-10-01T14:18:02Z,"alternative metal,metal,progressive death metal,progressive metal,swedish metal,swedish progressive metal","Atomic Fire Records",0.489,0.911,9,-6.835,1,0.0767,0.000111,0.15,0.339,0.22,120.022,4
2otSugsyrMFRi7ohdeB635,"That Was Just Your Life","Death Magnetic","Metallica",2008-09-12,428320,39,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.251,0.994,5,-2.29,1,0.109,0.000577,0.0018,0.0898,0.361,189.891,4
3KFtAMirz8dF1gApXdWMRf,"The End Of The Line","Death Magnetic","Metallica",2008-09-12,472360,39,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.335,0.985,4,-2.383,0,0.0921,0.000115,0.000807,0.135,0.202,106.552,4
5xABQiiRBuVWsL9zamoj1G,"Broken, Beat & Scarred","Death Magnetic","Metallica",2008-09-12,385466,39,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.323,0.982,4,-1.459,1,0.0869,0.000049,0.00415,0.237,0.48,121.895,4
2gqzkEF88vMclfRZEIOnQO,"The Day That Never Comes","Death Magnetic","Metallica",2008-09-12,476266,55,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.334,0.986,4,-1.046,0,0.0576,0.000114,0.0353,0.0805,0.48,124.668,4
5w3TTTAo6DIEjQYO3vKZq0,"All Nightmare Long","Death Magnetic","Metallica",2008-09-12,477013,49,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.271,0.985,9,-0.805,1,0.123,0.000568,0.00112,0.0809,0.354,182.981,4
2LfonCFEOzFedikP12rTeo,"Cyanide","Death Magnetic","Metallica",2008-09-12,399546,44,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.313,0.993,11,-0.463,0,0.0751,0.000119,0.000335,0.303,0.497,129.255,4
6guXhXMAHU4QYaEsobnS6v,"The Unforgiven III","Death Magnetic","Metallica",2008-09-12,466586,50,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.298,0.766,4,-3.485,0,0.0347,0.00203,0.00000384,0.117,0.0923,121.555,4
3XLnsk7Xs7ONROfmWTB58u,"The Judas Kiss","Death Magnetic","Metallica",2008-09-12,480760,36,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.412,0.975,4,-0.974,0,0.0719,0.000444,0.00325,0.0387,0.465,88.673,4
0rd4qVsMPD8YtAZEpsalT6,"Suicide & Redemption","Death Magnetic","Metallica",2008-09-12,597720,36,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.256,0.955,4,-2.224,0,0.0733,0.0000478,0.836,0.0877,0.396,164.397,4
6qIleHbUTXcGfBfQ8h0R2n,"My Apocalypse","Death Magnetic","Metallica",2008-09-12,301013,37,,2019-10-01T14:17:17Z,"hard rock,metal,old school thrash,rock,thrash metal","Blackened Recordings",0.262,0.993,5,-1.27,0,0.199,0.000199,0.00182,0.0962,0.279,199.915,4
4E6wpXABj8XosZEPXZz2OK,"Bleed","ObZen","Meshuggah",2008-03-07,442733,55,,2019-10-01T14:17:04Z,"alternative metal,djent,groove metal,metal,nu metal,progressive groove metal,swedish metal,technical groove metal,technical thrash","Atomic Fire Records",0.242,0.998,11,-5.64,1,0.0894,0.00000812,0.88,0.284,0.18,114.642,4
5XfWzGa5zuz88IOYbWNTMa,"Mr. Crowley","Blizzard of Ozz (Expanded Edition)","Ozzy Osbourne",1980-09-20,302640,0,,2019-10-01T14:16:52Z,"album rock,alternative metal,birmingham metal,classic rock,glam metal,hard rock,metal,rock","Epic/Legacy",0.287,0.757,2,-6.482,0,0.0591,0.204,0.000294,0.359,0.357,108.554,4
4vJr55lngvhSM8WIh9CjQc,"Cemetery Gates","Cowboys from Hell","Pantera",1990-07-20,422933,65,,2019-10-01T14:13:57Z,"alternative metal,groove metal,hard rock,metal,nu metal,old school thrash,rock,texas metal","Rhino",0.274,0.726,9,-11.541,1,0.0449,0.000212,0.0113,0.0993,0.426,146.449,4
7BsPyswBtiM1PbPnUnuNzE,"shibuya (feat. San Holo)","effloresce","Covet,San Holo",2018-07-13,345520,42,,2019-09-27T05:20:27Z,"instrumental math rock,instrumental rock,math rock,brostep,edm,electro house,electronic trap,future bass,pop dance","Triple Crown Records",0.445,0.765,4,-4.186,1,0.0317,0.454,0.184,0.186,0.332,126.018,3
4kEhypsV7I5JAwHAesTKqR,"glimmer","effloresce","Covet",2018-07-13,228813,32,,2019-09-27T05:20:27Z,"instrumental math rock,instrumental rock,math rock","Triple Crown Records",0.6,0.743,11,-4.866,0,0.0281,0.11,0.0144,0.169,0.247,119.989,4
2bAsW3ElSqMVmmilHwSuRy,"sea dragon (feat. Mario Camarena)","effloresce","Covet,Mario Camarena",2018-07-13,333666,27,,2019-09-27T05:20:27Z,"instrumental math rock,instrumental rock,math rock","Triple Crown Records",0.237,0.834,11,-5.449,0,0.0348,0.0248,0.911,0.115,0.262,170.049,4
2cWweXo6RqRYkecljx9sHk,"gleam","effloresce","Covet",2018-07-13,177800,28,,2019-09-27T05:20:27Z,"instrumental math rock,instrumental rock,math rock","Triple Crown Records",0.614,0.622,11,-6.333,0,0.0321,0.206,0.799,0.11,0.18,109.013,5
3nGyTdjyMC0xT2TA7Q4Ru4,"falkor","effloresce","Covet",2018-07-13,457200,37,,2019-09-27T05:20:27Z,"instrumental math rock,instrumental rock,math rock","Triple Crown Records",0.229,0.811,6,-4.718,0,0.0336,0.364,0.869,0.105,0.357,160.062,5
